,forecast,ci_lower,ci_upper
2026-01-21,249.12102438052966,-11.453046406315195,509.6950951673745
2026-01-22,249.12102438034782,-11.695127767021631,509.93717652771727
2026-01-23,249.12102438010487,-11.936984643735912,510.17903340394565
2026-01-26,249.1210243800878,-12.178617659508262,510.4206664196838
2026-01-27,249.1210243802986,-12.420027434800886,510.6620761953981
2026-01-28,249.12102438047444,-12.661214587483556,510.90326334843246
2026-01-29,249.12102438041384,-12.902179732519784,511.14422849334744
2026-01-30,249.12102438020585,-13.142923481752433,511.38497224216417
2026-02-02,249.12102438010368,-13.383446444052652,511.62549520426
2026-02-03,249.12102438021762,-13.623749225650016,511.8657979860852
2026-02-04,249.1210243803983,-13.863832430268303,512.1058811910649
2026-02-05,249.12102438043058,-14.1036966589445,512.3457454198057
2026-02-06,249.1210243802887,-14.343342509786794,512.5853912703642
2026-02-09,249.1210243801512,-14.582770577978295,512.8248193382807
2026-02-10,249.12102438017743,-14.821981456022655,513.0640302163775
2026-02-11,249.121024380324,-15.060975733946975,513.303024494595
2026-02-12,249.12102438041117,-15.299753999250214,513.5418027600725
2026-02-13,249.1210243803424,-15.538316836696112,513.7803655973809
2026-02-16,249.12102438020986,-15.776664828223772,514.0187135886435
2026-02-17,249.12102438017254,-16.014798553088866,514.2568473134339
2026-02-18,249.12102438026628,-16.252718588073407,514.4947673486059
2026-02-19,249.12102438037184,-16.49042550753373,514.7324742682774
2026-02-20,249.1210243803657,-16.72791988326233,514.9699686439938
2026-02-23,249.1210243802638,-16.965202284358043,515.2072510448857
2026-02-24,249.12102438019207,-17.20227327727315,515.4443220376572
2026-02-25,249.12102438023143,-17.43913342598691,515.6811821864497
2026-02-26,249.1210243803274,-17.675783292112612,515.9178320527674
2026-02-27,249.12102438036408,-17.91222343483713,516.1542721955652
2026-03-02,249.1210243803035,-18.148454410794642,516.3905031714016
2026-03-03,249.12102438022376,-18.38447677404369,516.6265255344912
2026-03-04,249.12102438021896,-18.62029107618463,516.8623398366226
2026-03-05,249.12102438028876,-18.85589786648694,517.0979466270644
2026-03-06,249.1210243803462,-19.091297691895505,517.3333464525879
2026-03-09,249.12102438032554,-19.32649109693517,517.5685398575863
2026-03-10,249.12102438025693,-19.561478623650316,517.8035273841642
2026-03-11,249.12102438022384,-19.79626081166299,518.0383095721106
2026-03-12,249.1210243802619,-20.03083819829041,518.2728869588142
2026-03-13,249.12102438032127,-20.265211318597153,518.5072600792397
2026-03-16,249.12102438033133,-20.49938070534307,518.7414294660057
2026-03-17,249.12102438028427,-20.733346888912536,518.975395649481
2026-03-18,249.12102438023928,-20.967110397324944,519.2091591578035
2026-03-19,249.12102438024843,-21.20067175632377,519.4427205168206
2026-03-20,249.12102438029683,-21.434031489451456,519.6760802500451
2026-03-23,249.12102438032517,-21.667190118039372,519.9092388786897
2026-03-24,249.12102438030212,-21.900148161148024,520.1421969217522
2026-03-25,249.1210243802585,-22.132906135545653,520.3749548960626
2026-03-26,249.1210243802466,-22.36546455576385,520.607513316257
2026-03-27,249.12102438027776,-22.59782393417393,520.8398726947295
2026-03-30,249.12102438031235,-22.82998478100984,521.0720335416345
2026-03-31,249.12102438030996,-23.061947604330328,521.3039963649503
2026-04-01,249.12102438027628,-23.293712909984293,521.5357616705369
2026-04-02,249.1210243802529,-23.525281201634016,521.7673299621398
2026-04-03,249.12102438026616,-23.756652980820462,521.9987017413528
2026-04-06,249.12102438029777,-23.987828747005352,522.2298775076009
2026-04-07,249.12102438030956,-24.21880899755837,522.4608577581776
2026-04-08,249.1210243802894,-24.449594227723225,522.6916429883021
2026-04-09,249.12102438026324,-24.6801849306176,522.9222336911441
2026-04-10,249.12102438026193,-24.91058159727953,523.1526303578034
2026-04-13,249.12102438028504,-25.140784716716524,523.3828334772866
2026-04-14,249.1210243803038,-25.37079477591405,523.6128435365216
2026-04-15,249.12102438029677,-25.60061225981167,523.8426610204052
2026-04-16,249.12102438027415,-25.830237651289963,524.0722864118383
2026-04-17,249.12102438026344,-26.059671431197415,524.3017201917243
2026-04-20,249.12102438027614,-26.288914078395692,524.530962838948
2026-04-21,249.12102438029567,-26.51796606978391,524.7600148303752
2026-04-22,249.1210243802988,-26.746827880287896,524.9888766408855
2026-04-23,249.1210243802832,-26.9754999828441,525.2175487434105
2026-04-24,249.12102438026847,-27.203982848409396,525.4460316089463
2026-04-27,249.12102438027165,-27.43227694599824,525.6743257065416
2026-04-28,249.12102438028762,-27.660382742713182,525.9024315032884
2026-04-29,249.12102438029683,-27.888300703748143,526.1303494643419
2026-04-30,249.1210243802891,-28.11603129237534,526.3580800529535
2026-05-01,249.12102438027475,-28.34357496994508,526.5856237304946
2026-05-04,249.12102438027097,-28.570932195910473,526.8129809564524
2026-05-05,249.1210243802813,-28.798103427859246,527.0401521884219
2026-05-06,249.12102438029265,-29.02508912152726,527.2671378821126
2026-05-07,249.12102438029174,-29.25188973079267,527.4939384913762
2026-05-08,249.1210243802806,-29.478505707670394,527.7205544682316
2026-05-11,249.12102438027298,-29.70493750232683,527.9469862628728
2026-05-12,249.12102438027745,-29.93118556310708,528.173234323662
2026-05-13,249.12102438028785,-30.15725033655525,528.399299097131
2026-05-14,249.12102438029163,-30.383132267416073,528.6251810279994
2026-05-15,249.12102438028492,-30.608831798629666,528.8508805591995
2026-05-18,249.12102438027634,-30.834349371338106,529.0763981318908
2026-05-19,249.121024380276,-31.059685424906576,529.3017341854586
2026-05-20,249.12102438028364,-31.284840396945526,529.5268891575129
2026-05-21,249.12102438028978,-31.50981472331887,529.7518634838984
2026-05-22,249.1210243802874,-31.734608838142776,529.9766575987176
2026-05-25,249.12102438027992,-31.95922317378657,530.2012719343464
2026-05-26,249.12102438027645,-32.18365816088769,530.4257069214406
2026-05-27,249.1210243802807,-32.407914228372704,530.649962988934
2026-05-28,249.1210243802871,-32.631991803470385,530.8740405640447
2026-05-29,249.12102438028808,-32.855891311714174,531.0979400722904
2026-06-01,249.1210243802829,-33.079613176942416,531.3216619375082
2026-06-02,249.12102438027807,-33.303157821307366,531.5452065818636
2026-06-03,249.12102438027918,-33.52652566529284,531.7685744258512
2026-06-04,249.12102438028447,-33.74971712773001,531.9917658882989
2026-06-05,249.12102438028745,-33.97273262580359,532.2147813863785
2026-06-08,249.12102438028487,-34.19557257505343,532.4376213356231
2026-06-09,249.12102438028015,-34.4182373893793,532.6602861499396
2026-06-10,249.12102438027895,-34.640727481055166,532.8827762416131
2026-06-11,249.1210243802824,-34.86304326074412,533.1050920213089
2026-06-12,249.12102438028612,-35.085185137509114,533.3272338980813
2026-06-15,249.12102438028577,-35.307153518815454,533.549202279387
2026-06-16,249.12102438028208,-35.52894881053456,533.7709975710987
2026-06-17,249.1210243802796,-35.750571416954074,533.9926201775133
2026-06-18,249.1210243802811,-35.97202174079197,534.2140705013542
2026-06-19,249.12102438028455,-36.19330018320824,534.4353489437774
2026-06-22,249.12102438028577,-36.41440714381062,534.6564559043821
2026-06-23,249.12102438028353,-36.6353430206579,534.877391781225
2026-06-24,249.12102438028072,-36.85610821026691,535.0981569708283
2026-06-25,249.12102438028063,-37.07670310762501,535.3187518681863
2026-06-26,249.12102438028316,-37.29712810620171,535.539176866768
2026-06-29,249.12102438028515,-37.517383597956865,535.7594323585272
2026-06-30,249.12102438028433,-37.73746997334456,535.9795187339132
2026-07-01,249.12102438028185,-37.95738762131887,536.1994363818826
2026-07-02,249.12102438028074,-38.177136929343135,536.4191856899047
2026-07-03,249.12102438028217,-38.396718283401924,536.6387670439663
2026-07-06,249.12102438028427,-38.61613206801019,536.8581808285787
2026-07-07,249.12102438028455,-38.83537866621856,537.0774274267876
2026-07-08,249.12102438028285,-39.05445845961793,537.2965072201837
2026-07-09,249.12102438028128,-39.27337182834796,537.5154205889105
2026-07-10,249.12102438028165,-39.492119151106465,537.7341679116698
2026-07-13,249.1210243802834,-39.71070080515992,537.9527495657267
2026-07-14,249.12102438028435,-39.92911716634987,538.1711659269185
2026-07-15,249.12102438028347,-40.14736860909778,538.3894173696647
2026-07-16,249.1210243802819,-40.365455506411564,538.6075042669754
2026-07-17,249.12102438028154,-40.58337822989421,538.8254269904573
